param n := 16.0;
param numVehicles := 2.0;
set Origin := 33 35 36;
set O := 35 36;
param Ok := 1 35 2 36;
set S := 39 40 41;
set F := 34 37 38;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41:=
1 0.0 28.0425195016425 15.066353507069984 14.778663674365148 31.413120443534414 15.490487403564808 24.48280784550661 10.205844012133442 19.887400232307893 10.782384337427413 27.111389562322326 20.331322829565224 9.860081135568814 19.844003023583724 9.725944684193921 31.588436175284148 28.54219683205902 8.332623116402184 27.833348702590566 20.18481379651544 15.36941846655234 21.741824486459272 27.709617463978102 13.313614835948949 12.91500646534875 23.197797309227443 22.91599301797764 3.997185009478546 10.778227312503667 16.304216387180343 24.35614419402217 15.264582011964823 10.602282773063544 10.602282773063544 10.602282773063544 10.602282773063544 10.602282773063544 10.602282773063544 10.602282773063544 6.068311132432153 21.071127164914554
2 28.0425195016425 0.0 28.150505004351167 30.673092442725753 29.746114031920204 26.36498625070758 9.433443697823188 24.974081444569688 32.58437693128411 21.634889784789753 2.172721795352549 23.968248079490497 37.82745695919831 33.07683981277534 30.62530489644144 4.374000457247349 2.3560008488962816 36.153461853604014 13.666455282918099 12.736392581889111 17.336019496989497 32.92442862070654 30.876335145220846 14.92225452135166 18.282113335169978 9.939931790510437 9.092924062148546 31.06485042616494 28.99288112623511 29.157319561303982 30.771819120747477 37.302033885567155 18.07399513112693 18.07399513112693 18.07399513112693 18.07399513112693 18.07399513112693 18.07399513112693 18.07399513112693 29.336893155206468 6.977485220335476
3 15.066353507069984 28.150505004351167 0.0 2.805452548164021 17.32048151755603 28.929722293862415 20.252228124332394 23.58552208453313 34.360982756609275 8.008271973403499 26.32239358417087 32.35776902074678 18.975309009341586 34.41092163834035 24.716722436439664 29.965038094419306 29.749546685621954 20.563035573572304 20.608562201182306 27.04256711187013 24.615757229872088 7.022044431645246 12.929225962910541 15.883090505314135 22.404722716427447 19.149609917698065 27.835158487064522 18.596268442889286 25.422227282439277 30.445328574347823 9.35548951151141 10.602653630106003 13.228783768737019 13.228783768737019 13.228783768737019 13.228783768737019 13.228783768737019 13.228783768737019 13.228783768737019 9.677640208232583 22.635033024053666
4 14.778663674365148 30.673092442725753 2.805452548164021 0.0 19.226056589951042 29.44333031435133 22.976102802694804 24.03738754523877 34.52083133413794 9.799798365272624 28.89493533476066 33.277398035303186 17.213590560949218 34.52140929915811 24.502418248001565 32.62577386055386 32.19602242513817 19.23660396223824 23.41400008541898 28.790149009687322 25.935412778670017 7.06543869833997 14.44713009562799 17.804679160265707 23.61654581008831 21.85097791861957 29.85699656696902 17.945972361507746 25.456080845251886 30.734594514976116 10.641424152809623 7.836373906342142 14.913259201127028 14.913259201127028 14.913259201127028 14.913259201127028 14.913259201127028 14.913259201127028 14.913259201127028 8.888942569282355 24.935863730779406
5 31.413120443534414 29.746114031920204 17.32048151755603 19.226056589951042 0.0 42.62179958659653 20.42187728882925 37.8166497194027 48.85843100223338 21.231524203410363 27.576996573231103 44.378301094115805 36.28488004665304 49.04444906408879 40.476367129474454 28.98833344640564 32.034228194229996 37.79764236033776 16.40266575895516 35.53278356672891 35.64559967232982 13.900348916484075 5.361632960209044 25.616111570650215 34.175637755570854 20.262203236568325 34.38192885804984 35.26855880242344 40.61587354717364 44.73482911557839 9.066739656568949 26.154274908702785 24.885340423630936 24.885340423630936 24.885340423630936 24.885340423630936 24.885340423630936 24.885340423630936 24.885340423630936 26.78656693195304 27.875440229707582
6 15.490487403564808 26.36498625070758 28.929722293862415 29.44333031435133 42.62179958659653 0.0 28.227184769296425 5.414595460419919 6.624131641204 21.896236114912536 26.661118131091204 5.888804292893422 22.20022522408275 6.9971016856981585 8.33664200982626 30.721851832205687 25.53679776322787 18.503013376204432 33.215865185179204 13.857409426007443 9.147692167973295 35.945076157938516 40.164068170443095 17.55909394017812 9.179083178618656 27.253505169060364 17.72021354273136 14.539973590072302 6.000171330887145 2.793274780611461 37.46616009147455 30.741949059875825 17.73779016675978 17.73779016675978 17.73779016675978 17.73779016675978 17.73779016675978 17.73779016675978 17.73779016675978 21.38722048326991 20.68441925701565
7 24.48280784550661 9.433443697823188 20.252228124332394 22.976102802694804 20.42187728882925 28.227184769296425 0.0 25.077698857750086 34.844146366355425 15.383411455200696 7.267736098676122 27.765057896572085 33.543946696833395 35.22330251410279 29.944092572659468 9.907295291854384 11.657076820541247 32.799364506038835 5.333998500187267 17.03137399037435 19.374877960905973 24.11241182461846 21.457992170750742 11.798529569399738 19.07499661861045 1.295753062894314 14.812193085427966 28.17417441558847 28.932140466961656 30.896457402103565 21.540198884875693 30.296633740400928 13.912976676470063 13.912976676470063 13.912976676470063 13.912976676470063 13.912976676470063 13.912976676470063 13.912976676470063 23.875069005135877 8.551194068666668
8 10.205844012133442 24.974081444569688 23.58552208453313 24.03738754523877 37.8166497194027 5.414595460419919 25.077698857750086 0.0 11.056456032563055 16.795498920841858 24.833388653182233 10.218274805464963 17.88060412849633 11.227969540393312 5.8086256550065265 29.181493313399848 24.621385257535778 14.526639941844778 29.73317298910428 13.654433712168366 8.141492000855862 30.58938652539472 35.092869931084294 13.617419726218326 6.693125129563917 23.975262000653924 17.308165125165637 9.90276183698265 4.025888721760699 6.968536431705011 32.26677083316519 25.466595610721118 13.10257028220036 13.10257028220036 13.10257028220036 13.10257028220036 13.10257028220036 13.10257028220036 13.10257028220036 16.00791516719151 18.52299511418172
9 19.887400232307893 32.58437693128411 34.360982756609275 34.52083133413794 48.85843100223338 6.624131641204 34.844146366355425 11.056456032563055 0.0 27.840037140779824 33.029519221447956 9.4225236534593 24.296758631554127 0.6074273619125173 10.580924723293329 36.95776708622966 31.567444115734173 20.340336673713146 39.839722539194476 19.88452393194265 15.640334523276668 41.29986368016243 46.129729459427786 24.109529153428113 15.80297288487201 33.87647549554115 23.691348631937355 17.752352407497998 9.109496144134427 4.136878049930889 43.23427991767643 34.64927277736144 24.051326449907084 24.051326449907084 24.051326449907084 24.051326449907084 24.051326449907084 24.051326449907084 24.051326449907084 25.95569887327251 27.188863602585524
10 10.782384337427413 21.634889784789753 8.008271973403499 9.799798365272624 21.231524203410363 21.896236114912536 15.383411455200696 16.795498920841858 27.840037140779824 0.0 20.08183437836295 24.734965777215056 18.535163231005008 27.981200045745002 19.2779555970025 24.20028991561878 22.91000419030953 18.5168814869027 17.699239531686104 19.060713312990153 16.698750252638668 14.762371896141895 18.29853152578097 8.005148843088428 14.582218898370714 14.108951059522463 20.06345184657914 14.779421504240277 19.39298770174415 23.76364963552526 15.60392373731684 15.681406186946376 5.220582726094856 5.220582726094856 5.220582726094856 5.220582726094856 5.220582726094856 5.220582726094856 5.220582726094856 8.542978637454269 15.411894237893016
